Summaize	Summary
Apple	O
Computers	O
.	O
Tell	Summary
me	Summary
about	Summary
apple	O
computers	O
.	O
Please	Predict
predict	Predict
the	O
performance	O
of	O
Pfizer	O
.	O
Predict	Predict
the	O
performance	O
of	O
Pfizer	O
over	O
the	O
next	O
2	O
quarters	O
.	O
Forecast	Predict
the	O
performance	O
of	O
Pfizer	O
.	O
Forecast	Predict
the	O
performance	O
of	O
Merck	O
over	O
the	O
next	O
3	O
months	O
.	O
Please	O
backtest	Backtest
Pfizer	O
.	O
Please	O
backtest	Backtest
my	O
portfolio	O
.	O
What	O
is	O
the	O
history	History
of	O
Apple	O
?	O
Tell	O
me	O
the	O
history	History
of	O
Pfizer	O
.	O
Show	Show
me	O
pharmaceutical	O
companies	O
by	O
country	O
.	O
Show	Show
me	O
clinical	O
trials	O
by	O
company	O
.	O
show	Show
me	O
clinical	O
trials	O
by	O
company	O
.	O
Define	Define
the	Define
term	Define
gata3	O
.	O
Define	Define
gata3	O
.	O
What	Define
is	Define
Apple	O
Computers	O
?	O
When	When
was	O
the	O
IPO	O
for	O
Pfizer	O
?	O
When	When
was	O
company	O
purchased	O
by	O
Pfizer	O
?	O
Where	Where
is	O
Pfizer	O
based	O
?	O
Where	Where
are	O
Pfizer	O
subsidiaries	O
?	O
Where	Where
are	O
AIDS	O
clinical	O
trials	O
being	O
performed	O
?	O
Who	Who
is	O
the	O
CEO	O
of	O
Pfizer	O
?	O
Who	Who
are	O
the	O
best	O
performers	O
?	O
What	What
drugs	O
are	O
manufactured	O
by	O
Pfizer	O
?	O
What	What
is	O
the	O
market	O
cap	O
of	O
Pfizer	O
?	O
What	What
is	O
the	O
market	O
cap	O
of	O
Pfizer	O
?	O
Plot	Plot
the	O
location	O
of	O
Pfizer	O
subsidiaries	O
.	O
Graph	Plot
the	O
performance	O
of	O
my	O
portfolio	O
.	O
